CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Actual_Churn,Predicted_Churn,Churn_Probability
15670066,643,Spain,Male,34,6,0.0,2,1,1,116046.22,,,0.0074384944
15806256,540,France,Male,48,2,109349.29,1,1,0,88703.04,,,0.67383695
15673223,626,France,Male,44,10,0.0,2,0,0,164287.86,,,0.039606478
15627830,640,Germany,Female,30,5,32197.64,1,0,1,141446.01,,,0.11222874
15622230,705,France,Female,35,3,0.0,2,0,1,66331.01,,,0.041791245
15658504,584,Germany,Female,62,9,137727.34,2,0,1,121102.9,,,0.31905162
15761783,577,France,Male,41,6,0.0,1,1,1,167621.18,,,0.19308995
15714080,566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0.0,0.0,0.23959346
15709451,646,Germany,Female,35,1,121952.75,2,1,1,142839.82,,,0.043547202
15640133,661,France,Female,34,0,0.0,2,1,0,185555.63,,,0.011891299
15738889,658,France,Male,42,8,102870.93,1,0,1,103764.55,,,0.10689127
15802088,521,Spain,Female,22,10,0.0,1,1,1,101311.95,,,0.08374493
15637857,616,France,Female,31,8,0.0,1,0,1,76456.17,,,0.19547522
15637169,838,Spain,Female,67,4,103267.8,1,1,1,78310.04,,,0.020299587
15748936,709,Spain,Female,45,2,0.0,2,0,1,162922.65,0.0,0.0,0.037496563
15606841,823,France,Male,38,1,0.0,2,1,0,156603.7,0.0,0.0,0.0146776745
15769125,727,Spain,Female,41,10,0.0,2,0,1,47468.56,,,0.09982418
15625941,682,Spain,Female,50,10,128039.01,1,1,1,102260.16,,,0.11601654
15735346,527,Germany,Female,41,10,136733.24,1,1,1,57589.29,,,0.7434102
15620123,605,France,Male,39,6,111169.91,1,0,0,9641.4,,,0.18721649
15708357,649,Spain,Female,38,8,0.0,1,1,0,103760.53,,,0.33191085
15585533,679,France,Male,36,6,147733.64,1,0,1,172501.38,,,0.052112818
15782802,582,Germany,Male,26,6,114450.32,1,1,1,14081.64,,,0.10250373
15617507,530,Spain,Female,36,7,0.0,2,1,0,80619.09,,,0.11130918
15581525,775,Germany,Male,33,3,83501.66,2,1,0,128841.31,,,0.006959451
15603565,603,Spain,Female,56,5,90778.76,2,1,0,162223.67,,,0.99817216
15600357,495,France,Female,40,1,140197.71,2,1,0,150720.39,,,0.17812006
15769548,668,France,Female,37,7,128645.67,1,1,0,92149.64,,,0.11027924
15802869,737,Germany,Female,45,2,99169.67,2,1,1,78650.95,,,0.1895912
15743075,659,France,Male,35,6,0.0,2,1,1,58879.11,,,0.010079337
15618239,530,France,Female,48,0,0.0,1,1,0,85081.09,,,0.8307827
15752953,634,France,Male,45,9,0.0,2,0,0,17622.82,,,0.03533325
15700209,486,France,Male,63,9,97009.15,1,1,1,85101.0,,,0.013112716
15808023,836,France,Female,29,9,133681.78,1,1,1,153747.73,,,0.040179394
15744529,510,France,Male,63,8,0.0,2,1,1,115291.86,,,0.055168036
15672704,809,France,Female,24,4,0.0,2,1,0,193518.76,0.0,0.0,0.020355755
15746139,596,France,Male,33,2,139451.67,1,0,0,63142.12,,,0.08337832
15600086,717,France,Male,48,7,123764.95,1,1,1,169952.82,,,0.35225123
15672912,737,Spain,Female,39,7,130051.66,2,0,0,55356.39,,,0.10908726
15677377,543,Spain,Male,37,3,0.0,2,1,1,78915.68,,,0.0049950914
15686870,761,Germany,Male,36,8,108239.11,2,0,0,99444.02,1.0,1.0,0.4006161
15636756,545,France,Male,23,2,0.0,2,1,0,189613.12,0.0,1.0,0.004213811
15604146,608,Germany,Female,38,8,103653.51,2,1,1,137079.86,,,0.17564838
15590097,537,Spain,Female,33,7,136082.0,1,1,0,62746.54,,,0.2605503
15813303,513,Spain,Male,88,10,0.0,2,1,1,52952.24,,,0.0018954661
15605684,664,France,Female,31,7,104158.84,1,1,0,134169.85,,,0.14145415
15699523,499,Germany,Female,55,4,126817.65,2,1,0,123269.71,0.0,0.0,0.9148394
15625035,703,France,Male,50,8,160139.59,2,1,1,79314.1,,,0.068078995
15578671,706,Spain,Female,29,1,209490.21,1,1,1,133267.69,,,0.16080777
15662533,598,Spain,Female,23,6,0.0,2,1,0,153229.19,,,0.017297704
15707007,743,France,Female,39,8,0.0,1,1,0,94263.44,,,0.2905051
15654156,722,Germany,Female,32,5,106807.64,1,1,1,76998.69,,,0.3347672
15710365,646,France,Male,50,0,104129.24,2,1,0,181794.86,,,0.7008418
15612594,599,Spain,Male,25,3,0.0,2,1,1,120790.02,,,0.004609719
15603851,704,France,Male,32,7,127785.17,4,0,0,184464.7,,,0.9968837
15588080,675,France,Male,54,6,0.0,1,1,0,110273.84,,,0.98037064
15733169,590,Spain,Male,22,7,125265.61,1,1,1,161253.08,,,0.13212846
15644212,644,Spain,Male,28,0,0.0,2,1,0,119419.37,,,0.012714254
15679668,850,Spain,Male,38,7,115378.94,1,0,1,162087.82,,,0.038168058
15655238,668,France,Female,31,9,0.0,2,0,0,41291.73,,,0.01869313
15585047,715,France,Male,28,7,160376.61,1,0,0,196853.11,0.0,0.0,0.037282724
15600882,635,Spain,Female,35,7,0.0,2,1,1,65951.65,0.0,0.0,0.034628145
15574910,601,France,Male,50,2,115625.07,1,1,0,185855.21,,,0.96198505
15790254,741,Spain,Male,50,1,78737.61,1,1,1,13018.96,,,0.8351015
15645059,711,France,Female,28,8,0.0,2,0,0,105159.89,,,0.008742102
15721433,664,France,Female,38,4,74306.19,2,1,0,154395.56,,,0.13694571
15601172,672,France,Male,31,6,91125.75,1,1,0,177295.92,,,0.14698215
15591257,796,France,Male,24,8,0.0,2,1,0,61349.37,0.0,0.0,0.0070491284
15723721,543,France,Male,30,4,140916.81,1,1,0,157711.18,,,0.058769275
15609070,515,Germany,Male,45,7,120961.5,3,1,1,39288.11,,,0.99545646
15776047,620,France,Female,29,3,0.0,2,0,1,153392.28,,,0.061746836
15728669,584,Germany,Female,30,8,112013.81,1,1,0,177772.03,0.0,0.0,0.49304762
15585192,686,Spain,Male,39,10,136258.06,1,0,0,89199.51,,,0.038308155
15675854,573,Spain,Male,50,0,159304.07,1,0,1,155915.24,,,0.25341234
15774727,757,Germany,Female,34,1,129398.01,2,0,0,44965.44,,,0.14979936
15657778,657,France,Male,33,1,84309.57,2,0,0,103914.4,,,0.007107531
15773338,739,France,Male,58,2,101579.28,1,1,1,72168.53,,,0.3977086
15599124,832,France,Female,29,5,0.0,2,1,0,178779.52,,,0.011787371
15673693,682,France,Female,26,0,110654.02,1,0,1,111879.21,0.0,1.0,0.09212547
15642160,850,France,Male,38,5,0.0,2,1,0,16491.64,,,0.017546467
15658972,699,France,Female,40,8,122038.34,1,1,0,102085.35,,,0.31370145
15792627,765,Spain,Female,33,5,84557.82,1,1,1,69039.43,,,0.01209218
15677317,570,France,Female,29,4,153040.03,1,1,1,131363.57,,,0.033722956
15677049,595,Germany,Female,25,7,106570.34,2,0,1,177025.79,1.0,1.0,0.010587123
15659568,850,Spain,Female,31,3,121237.65,1,1,1,31022.56,,,0.009866198
15744423,561,France,Male,32,5,0.0,2,1,0,84871.99,,,0.007572818
15709354,521,France,Female,41,2,0.0,2,1,1,113089.43,,,0.06433736
15752809,702,Spain,Male,43,6,116121.67,1,1,0,61602.42,,,0.227841
15568819,619,Germany,Female,42,8,132796.04,3,1,1,191821.35,,,0.99572575
15727688,555,Spain,Male,32,4,0.0,2,1,1,54405.79,1.0,0.0,0.0046581444
15680666,579,Spain,Female,39,2,151963.26,2,1,0,158948.63,,,0.22959079
15632280,544,Spain,Female,53,9,0.0,1,1,0,125692.07,,,0.95888644
15680243,792,France,Male,19,7,143390.51,1,1,0,33282.84,,,0.042075425
15706116,659,Germany,Female,30,8,154159.51,1,1,0,40441.1,,,0.046984877
15594720,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0.0,0.0,0.051417325
15771966,557,France,Male,39,8,146200.01,1,1,0,177944.64,,,0.3288377
15623525,564,Spain,Male,31,0,125175.58,1,1,1,72757.33,,,0.39492083
15684958,489,Germany,Male,38,2,126444.08,2,1,1,82662.73,,,0.048701927
15678173,629,Spain,Male,35,4,174588.8,2,0,1,158420.14,,,0.03456183
15769582,586,France,Male,29,3,0.0,2,1,1,142238.54,,,0.016429534
15767864,628,France,Male,33,6,0.0,2,0,0,184230.23,1.0,0.0,0.013746652
15641934,749,Spain,Female,46,9,66582.81,1,1,0,78753.12,,,0.6825967
15663294,703,France,Male,32,1,125685.79,1,1,1,56246.72,,,0.051970977
15629545,790,Spain,Female,41,7,109508.68,1,0,0,86776.38,,,0.08258213
15789413,733,France,Male,64,3,0.0,2,1,1,75272.63,,,0.013888925
15772933,591,Spain,Male,31,8,0.0,1,1,1,141677.33,0.0,0.0,0.15956892
15745621,640,Spain,Female,32,6,118879.35,2,1,1,19131.71,0.0,0.0,0.030725032
15613140,565,France,Male,34,6,0.0,1,1,1,63173.64,,,0.22406471
15740846,556,France,Male,40,5,125909.85,1,1,1,95124.4,,,0.0783424
15675256,555,Spain,Male,33,5,127343.4,1,0,1,121789.3,,,0.037860468
15744607,738,Germany,Male,43,9,121152.05,2,1,0,64166.7,0.0,0.0,0.20275529
15795129,799,France,Female,30,9,0.0,2,1,0,136827.96,,,0.006531324
15795564,737,Germany,Male,31,5,121192.22,2,1,1,74890.58,1.0,1.0,0.0099147605
15628863,601,France,Male,38,4,60013.81,1,1,1,38020.05,,,0.19856252
15705113,685,Spain,Male,34,6,83264.28,1,0,0,9663.28,,,0.094824895
15809906,558,Germany,Male,26,1,148853.29,2,1,1,24411.02,,,0.00825775
15618018,571,France,Female,35,1,104783.81,2,0,1,178512.52,0.0,0.0,0.057163216
15743192,623,France,Female,44,6,0.0,2,0,0,167162.43,1.0,1.0,0.085426226
15697997,602,France,Male,33,5,164704.38,1,0,1,180716.1,,,0.014626483
15664615,689,Germany,Female,30,5,136650.89,1,1,1,41865.72,,,0.26432586
15624188,712,France,Female,33,6,0.0,2,1,1,190686.16,0.0,0.0,0.013249384
15614049,664,France,Male,55,8,0.0,2,1,1,139161.64,0.0,0.0,0.03246074
15688085,627,Spain,Female,28,3,157597.61,1,0,1,34097.22,,,0.1005375
15577598,651,Spain,Male,23,4,115636.05,2,1,0,70400.86,,,0.0877058
15616451,697,France,Female,47,6,128252.66,1,1,1,168053.4,0.0,0.0,0.2429735
15571940,579,Spain,Male,22,3,118680.57,1,1,1,49829.8,,,0.046504766
15788920,836,Germany,Female,32,4,109196.67,2,1,0,55218.02,,,0.09450259
15752312,551,Spain,Male,49,1,150777.72,2,1,1,135757.27,,,0.47031927
15597309,749,Spain,Male,36,7,0.0,2,0,0,80134.65,,,0.01556895
15725664,549,France,Female,38,8,107283.4,1,0,0,157442.75,0.0,0.0,0.20619032
15627840,682,France,Female,42,0,0.0,1,0,1,91981.85,,,0.1960593
15578186,486,Germany,Male,37,9,115217.99,2,1,0,144995.33,1.0,1.0,0.020398855
15798310,480,France,Male,35,2,165692.91,1,1,1,197984.58,,,0.057763953
15658935,630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0.0,0.0,0.060048897
15606397,577,Germany,Female,44,1,152086.15,1,0,1,44719.5,,,0.68392897
15705676,690,France,Female,35,9,107944.33,2,0,0,48478.47,,,0.15618697
15729956,726,Spain,Female,26,1,80780.16,1,1,1,19225.85,0.0,0.0,0.008491728
15582404,572,Spain,Female,26,5,0.0,2,1,0,119381.41,,,0.01207206
15689955,461,France,Female,40,7,0.0,2,1,0,176547.8,,,0.18519305
15717770,850,Spain,Female,55,7,0.0,1,0,0,171762.87,,,0.9469283
15700601,561,France,Male,34,1,78829.53,1,1,1,12148.2,,,0.028359178
15661198,727,Germany,Male,34,2,146407.11,1,1,1,72073.72,,,0.11777989
15755242,682,France,Female,46,2,0.0,1,1,1,114442.66,,,0.24415389
15701354,699,France,Female,39,1,0.0,2,0,0,93826.63,0.0,0.0,0.051364254
15803749,498,Germany,Female,41,4,87541.06,2,1,1,12577.21,,,0.036974277
15665053,636,Spain,Male,52,4,111284.53,1,0,1,32936.44,,,0.5805667
15693864,567,Germany,Female,49,5,134956.02,1,1,0,93953.84,0.0,0.0,0.8326019
15711571,587,Spain,Male,42,5,120233.83,1,1,0,194890.33,,,0.14455579
15723856,602,France,Female,29,3,88814.4,2,1,1,62487.97,,,0.04757253
15745307,477,Spain,Female,48,2,129120.64,1,0,1,26475.79,0.0,0.0,0.520743
15652266,703,Germany,Male,42,9,63227.0,1,0,1,137316.32,0.0,0.0,0.031081501
15696703,691,Germany,Male,27,3,160358.68,2,1,0,142367.72,,,0.027128452
15640825,695,Spain,Male,46,3,122549.64,1,1,1,56297.85,0.0,0.0,0.35075042
15629519,472,France,Female,37,1,0.0,2,1,1,48357.9,,,0.014793822
15710111,742,France,Male,33,6,0.0,2,0,0,38550.4,,,0.013883623
15638788,550,France,Male,32,8,97514.07,1,1,1,199138.84,,,0.020250522
15685372,350,Spain,Male,54,1,152677.48,1,1,1,191973.49,0.0,0.0,0.9186263
15623695,814,France,Female,31,4,0.0,2,1,1,142029.17,,,0.004881487
15592914,683,France,Female,29,9,0.0,2,1,1,48849.89,,,0.013657998
15758056,558,France,Male,35,1,0.0,2,0,0,111687.57,,,0.007517494
15770225,493,France,Male,36,9,0.0,2,1,1,65816.53,,,0.0024525719
15721793,510,Germany,Female,50,7,123936.54,1,1,1,23768.01,,,0.82096183
15789313,595,Germany,Female,44,4,96553.52,2,1,0,143952.24,,,0.3078356
15697678,590,Germany,Male,36,6,92340.69,2,1,1,174667.58,,,0.053462356
15583680,615,Spain,Male,41,4,0.0,1,0,1,149278.96,,,0.24358915
15765487,753,Germany,Female,38,9,151766.71,1,1,1,180829.99,,,0.43766192
15660316,420,Germany,Female,34,1,135549.9,1,0,0,149471.13,0.0,0.0,0.20720841
15794396,494,Germany,Female,38,7,174937.64,1,1,0,40084.32,0.0,0.0,0.02577673
15773276,633,Spain,Male,63,4,114552.6,1,1,0,73856.28,,,0.9006728
15590213,479,Spain,Male,35,4,125920.98,1,1,1,20393.44,,,0.23528482
15584518,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0.0,0.0,0.31478363
15589380,713,Germany,Male,40,3,114446.84,2,1,1,87308.18,0.0,0.0,0.11344458
15576928,573,France,Female,23,2,0.0,1,1,0,122964.18,,,0.25991657
15600575,802,Spain,Male,41,6,0.0,2,1,0,47322.05,,,0.008900878
15792868,675,France,Male,69,1,0.0,2,1,0,157097.09,,,0.069709174
15776545,682,France,Male,28,10,200724.96,1,0,1,82872.64,,,0.08216044
15720463,796,France,Male,30,2,137262.71,2,1,0,62905.29,,,0.03804518
15788930,761,Spain,Male,37,7,132730.17,1,1,0,199293.01,,,0.019597825
15674433,636,Germany,Female,28,2,115265.14,1,0,0,191627.85,,,0.33805305
15735400,756,France,Male,28,8,179960.2,1,1,0,89938.08,,,0.16365291
15812262,808,Germany,Female,37,2,100431.84,1,1,0,35140.49,,,0.14986783
15721116,597,Spain,Male,24,0,108058.07,2,1,1,187826.11,,,0.19990662
15700656,662,France,Male,32,9,0.0,2,0,0,65089.38,,,0.009691209
15632826,493,France,Male,38,3,134006.77,1,1,0,89578.32,,,0.1363141
15663478,729,France,Male,32,6,93694.42,1,1,1,79919.13,0.0,0.0,0.07011156
15620758,660,Spain,Male,30,4,0.0,2,1,0,129149.06,,,0.009457788
15684461,469,Spain,Female,31,6,0.0,1,1,0,146213.75,,,0.2733984
15750458,693,France,Female,39,4,0.0,2,0,1,142331.39,,,0.016477693
15603942,547,Germany,Male,50,3,81290.02,3,0,1,177747.03,,,0.99534875
15681509,679,Spain,Female,28,9,0.0,2,0,1,61761.77,,,0.026233537
15598493,656,France,Male,50,7,0.0,2,0,1,72143.44,0.0,0.0,0.026209198
15600478,752,France,Male,39,3,0.0,1,1,0,188187.05,,,0.1676564
15578006,787,France,Female,85,10,0.0,2,1,1,116537.96,,,0.0015897176
15808223,615,Spain,Male,41,1,126773.43,1,1,1,55551.26,,,0.049364828
15656726,771,France,Male,32,5,62321.62,1,1,1,40920.59,0.0,0.0,0.019918928
15798084,688,France,Male,26,0,0.0,2,1,0,105784.85,,,0.07934375
15671630,796,Germany,Female,40,1,99745.95,1,1,0,177524.19,,,0.46117738
15657349,803,Germany,Female,50,8,98173.02,1,0,0,22457.25,,,0.9213023
15798053,707,Spain,Male,32,9,0.0,2,1,0,126475.79,,,0.0049252044
15788291,713,Germany,Female,38,7,144606.22,1,1,1,56594.36,0.0,1.0,0.5280497
15805112,578,France,Male,38,7,82259.29,1,1,0,8996.97,0.0,0.0,0.14216776
15810942,445,Germany,Female,61,2,137655.31,1,0,1,29909.84,,,0.4733063
15778694,638,Germany,Female,26,1,105249.76,2,1,1,23491.09,,,0.011136612
15643361,477,Germany,Male,34,8,139959.55,2,1,1,189875.83,,,0.002878225
15777614,545,Spain,Female,44,1,0.0,2,1,1,82614.89,,,0.016952086
15793307,724,Spain,Female,41,4,142880.28,3,0,0,185541.2,,,0.99803585
15732061,850,Germany,Female,45,1,121874.89,1,0,0,6865.41,,,0.88299614
15701972,684,France,Male,35,3,137179.39,1,1,1,37264.11,,,0.06857055
15731117,437,Spain,Male,28,2,109161.25,1,1,0,152987.42,,,0.19108139
15794178,657,France,Male,34,3,107136.6,1,1,0,153895.46,,,0.023729194
15684469,841,Germany,Male,32,2,117070.21,1,1,0,113482.2,,,0.2940654
15757648,683,Germany,Female,35,5,95698.79,1,0,1,182566.76,0.0,0.0,0.2829403
15573242,691,France,Male,50,6,136953.47,1,1,1,2704.98,,,0.34099942
15695301,504,Spain,Male,44,4,113522.64,1,1,1,12405.2,,,0.32162514
15624388,649,Germany,Female,50,5,155393.32,1,1,1,87351.42,,,0.6259831
15642570,675,Spain,Male,35,8,0.0,2,1,0,29062.25,,,0.046486627
15580149,638,Spain,Male,41,7,0.0,2,1,0,43889.41,,,0.008289336
15775750,686,France,Male,37,9,134560.62,1,1,0,27596.39,,,0.10043342
15668323,678,France,Female,41,1,143443.61,1,1,0,196622.28,,,0.061737012
15746035,450,Spain,Male,25,9,74237.2,2,0,1,195463.35,,,0.043903146
15758702,705,France,Female,55,8,0.0,2,1,1,14392.68,,,0.19980787
15698528,599,Spain,Female,31,3,0.0,1,1,1,130086.47,,,0.3452093
15747927,758,France,Male,26,4,155739.76,1,1,0,171552.02,,,0.09493485
15577515,554,Germany,Female,55,0,108477.27,1,0,1,140003.0,,,0.95584583
15697686,787,France,Female,40,6,0.0,2,1,1,84151.98,,,0.028581912
15736371,633,France,Female,34,3,123034.43,2,1,1,38315.04,,,0.028078645
15598331,764,France,Female,40,9,100480.53,1,1,0,124095.69,,,0.28282136
15741385,710,Germany,Male,45,9,108231.37,1,1,1,188574.08,,,0.39246038
15791867,544,Germany,Male,44,2,108895.93,1,0,0,69228.2,,,0.7377261
15671351,624,Spain,Male,35,2,0.0,2,1,0,87310.59,,,0.04239807
15648794,836,Spain,Male,57,4,101247.06,1,1,0,37141.62,,,0.94117635
15612350,691,France,Female,31,5,40915.55,1,1,0,126213.84,0.0,0.0,0.66127
15652084,515,France,Male,40,0,109542.29,1,1,1,166370.81,,,0.2970695
15637427,461,Spain,Female,25,6,0.0,2,1,1,15306.29,,,0.004736385
15799635,577,Spain,Male,51,2,108867.0,1,0,0,140800.66,,,0.7609449
15580068,526,Spain,Male,35,5,0.0,2,1,1,105618.14,,,0.0011426024
15631162,631,France,Male,32,10,0.0,2,0,1,196342.66,,,0.00045494607
15781619,785,France,Female,38,1,0.0,1,1,0,134964.85,,,0.49041113
15574523,576,France,Male,39,1,0.0,2,1,1,68814.23,,,0.018890038
15812893,629,France,Female,39,10,0.0,2,1,1,43174.49,,,0.033147134
15669253,754,Spain,Male,39,7,157691.98,2,1,0,133600.89,,,0.05297987
15620988,616,France,Male,46,2,0.0,2,1,0,137136.46,,,0.12435039
15690695,683,France,Female,33,9,0.0,2,1,1,38784.42,,,0.036030285
15575119,779,France,Male,71,3,0.0,2,1,1,146895.36,,,0.0012090771
15569682,768,Germany,Male,37,9,108308.11,1,1,0,41788.25,,,0.62528396
15757837,584,Germany,Male,33,3,88311.48,2,1,1,177651.38,,,0.02761012
15615029,734,Spain,Male,39,6,0.0,1,1,1,95135.27,0.0,0.0,0.13357763
15658670,669,France,Female,38,8,0.0,2,1,0,84049.16,,,0.07249193
15802466,534,France,Female,53,7,0.0,2,1,1,80619.17,,,0.011207072
15720820,462,Germany,Female,24,9,69881.09,2,0,1,64421.02,,,0.090725064
15568006,634,France,Female,45,2,0.0,4,1,0,101039.53,,,0.98425657
15643438,850,France,Male,20,7,0.0,2,1,0,31288.77,1.0,1.0,0.0035998928
15645544,642,Germany,Female,30,5,129753.69,1,1,0,582.53,0.0,0.0,0.57237494
15655252,758,Germany,Male,41,10,79857.64,1,1,1,78088.17,,,0.038480137
15662021,685,Spain,Female,42,2,0.0,2,0,0,199992.48,,,0.18101627
15716431,775,France,Female,30,10,191091.74,2,1,1,96170.38,,,0.21741292
15599090,564,Germany,Male,40,7,108407.34,1,1,1,83681.2,,,0.579175
15686060,670,Germany,Male,43,9,111677.88,1,1,0,178827.3,,,0.6250515
15744606,832,Spain,Male,29,8,93833.86,1,0,1,10417.87,,,0.0055967597
15634602,619,France,Female,42,2,0.0,1,1,1,101348.88,0.0,0.0,0.35887197
15805312,607,France,Male,45,7,123859.6,1,0,1,113051.57,1.0,1.0,0.08125616
15705953,721,Spain,Male,51,0,169312.13,1,1,0,109078.35,1.0,1.0,0.9129035
15576256,582,France,Male,39,5,0.0,2,1,1,129892.93,0.0,0.0,0.0027131657
15627514,688,Spain,Female,46,3,0.0,2,0,1,104902.68,,,0.025704933
15777067,445,France,Male,64,2,136770.67,1,0,1,43678.06,,,0.08614842
15742269,756,France,Female,24,1,0.0,2,1,0,184182.25,,,0.0072158626
15689031,697,Spain,Female,37,7,168066.87,1,1,0,35450.53,,,0.1513217
15634632,711,France,Male,38,3,0.0,2,1,0,68487.51,1.0,0.0,0.044523798
15697020,618,France,Male,39,2,91068.56,1,1,0,26578.69,,,0.32536072
15734578,726,France,Female,53,1,113537.73,1,0,1,28367.21,,,0.6640183
15792922,639,Spain,Male,38,9,130233.14,1,1,1,81861.1,,,0.022250446
15717736,639,Germany,Female,46,10,110031.09,2,1,1,133995.59,,,0.5610587
15610912,657,Spain,Female,41,6,112119.48,1,1,0,17536.82,,,0.12636438
15803804,717,Germany,Female,35,5,103214.71,1,1,0,172172.7,,,0.6047729
15718369,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0.0,0.0,0.8046923
15753213,604,France,Female,34,7,0.0,2,1,0,193021.49,,,0.016820159
15723006,489,France,Male,38,8,0.0,2,0,1,196990.79,0.0,1.0,0.0065245577
15569654,850,Germany,Female,31,3,51293.47,1,0,0,35534.68,,,0.06651295
15721921,796,France,Male,44,8,165326.2,1,1,1,57205.55,,,0.025384834
15618774,474,France,Male,54,3,0.0,1,1,0,108409.17,,,0.95782346
15650864,507,France,Male,42,6,0.0,2,1,0,34777.23,,,0.03483556
15797733,503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0.0,0.0,0.122743905
15667085,667,France,Male,33,4,0.0,2,1,1,131834.75,,,0.0029666414
15692926,498,Germany,Male,25,8,121702.73,1,1,1,132210.49,0.0,0.0,0.01830063
15603096,410,France,Male,33,6,125789.69,1,0,0,66333.56,,,0.15016651
15621267,637,France,Male,32,5,0.0,1,0,0,148769.08,,,0.31594166
15679587,666,France,Female,34,9,115897.12,1,1,1,25095.03,0.0,0.0,0.20909207
15776939,778,Germany,Female,48,3,102290.56,2,1,0,182691.31,,,0.3542138
15622171,642,France,Male,30,8,80964.57,2,1,0,174738.2,,,0.009172331
15767871,784,Spain,Male,48,7,0.0,2,1,1,182609.97,,,0.012014429
15769110,653,France,Female,46,5,0.0,2,1,0,49707.85,,,0.09063603
15756070,585,Spain,Female,44,4,0.0,2,0,1,101728.46,,,0.015405439
15689147,652,France,Female,40,1,0.0,2,1,0,126554.96,,,0.076665476
15639322,633,Spain,Male,33,4,137847.41,2,1,0,98349.13,,,0.07716089
15731586,785,Spain,Female,31,2,121691.54,2,0,0,81778.72,,,0.10292722
15794566,678,France,Female,28,4,0.0,2,1,1,144423.17,,,0.0010729694
15722004,543,France,Female,31,4,138317.94,1,0,0,61843.73,,,0.10299881
15762331,569,France,Male,37,9,178755.84,1,1,0,199929.17,,,0.07627687
15730433,580,Germany,Female,38,1,128218.47,1,1,0,125953.83,,,0.6518895
15654067,584,Spain,Female,29,4,0.0,2,1,0,88866.92,,,0.060043108
15624519,656,Germany,Female,49,9,97092.87,1,1,0,74771.22,,,0.5871663
15680727,735,France,Male,49,5,121973.28,1,1,0,148804.36,1.0,1.0,0.6995095
15813163,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0.0,0.0,0.010909585
15748069,485,France,Female,25,3,134467.26,1,1,1,113266.09,,,0.016005302
15798737,654,France,Male,38,8,0.0,2,1,0,88659.44,,,0.010826003
15610165,761,France,Female,26,1,0.0,2,1,1,199409.19,,,0.00039400053
15582741,693,France,Female,35,5,124151.09,1,1,0,88705.14,1.0,0.0,0.0401568
15706637,718,Spain,Male,40,9,0.0,2,0,0,121537.91,,,0.03268382
15692931,670,France,Male,22,2,114991.45,1,1,1,37392.56,,,0.012448786
15709183,707,France,Female,58,3,102346.86,1,1,1,114672.64,,,0.46764892
15798439,714,Spain,Male,25,2,0.0,1,1,1,132979.43,,,0.021063235
15618695,571,Spain,Female,22,3,108117.1,1,0,1,53328.7,,,0.091938846
15662736,559,France,Male,49,2,147069.78,1,1,0,120540.83,0.0,0.0,0.8632663
15700654,617,Germany,Male,44,9,49157.09,2,1,0,53294.17,,,0.2289205
15633640,799,France,Female,52,4,161209.66,1,1,1,89081.41,0.0,0.0,0.4112771
15587735,850,France,Male,39,6,96863.13,1,1,1,121681.19,,,0.057971176
15610454,724,Germany,Female,33,9,119278.44,1,1,1,197148.24,,,0.2475316
15720123,554,Spain,Male,37,3,0.0,2,1,0,166177.3,,,0.009076714
15633650,677,Germany,Female,41,8,146720.98,2,1,1,4195.84,0.0,0.0,0.0803481
15717286,675,Spain,Female,40,8,79035.95,1,1,0,142783.98,,,0.6098784
15795527,699,Spain,Male,43,2,136487.86,2,1,0,82815.93,,,0.06969238
15586970,695,Germany,Male,52,8,103023.26,1,1,1,22485.64,0.0,0.0,0.66763204
15776605,528,Spain,Male,36,7,0.0,2,1,0,60536.56,0.0,0.0,0.01838571
15678412,645,France,Female,45,8,85325.93,1,0,0,22558.74,,,0.27509335
15649280,521,Germany,Female,40,9,134504.78,1,1,0,18082.06,0.0,0.0,0.8629471
15654851,748,France,Male,44,2,92911.52,1,0,1,85495.24,0.0,0.0,0.0867966
15759250,745,Germany,Male,51,3,99183.9,1,1,1,28922.25,,,0.8565308
15773906,655,France,Male,38,4,0.0,2,0,0,110527.71,1.0,1.0,0.017806057
15691150,699,France,Female,32,4,110559.46,1,1,1,127429.56,,,0.06704547
15618314,676,France,Male,40,8,114005.78,1,1,1,67998.45,0.0,0.0,0.21241021
15696098,498,France,Female,31,10,0.0,2,1,0,13892.57,0.0,0.0,0.006326005
15596992,482,Germany,Male,45,7,156353.46,1,1,0,72643.95,,,0.458022
15719426,529,France,Male,67,8,103101.56,2,1,1,154002.02,,,0.04204604
15749807,516,Spain,Female,31,3,0.0,2,1,0,124202.26,,,0.026995407
15687852,611,France,Male,30,2,104145.65,1,0,0,159629.64,,,0.03978817
15619494,562,Germany,Female,31,9,117153.0,1,1,1,108675.01,,,0.41804132
15589200,617,Spain,Male,34,9,0.0,2,1,0,118749.58,,,0.0156147005
15567383,678,Germany,Female,44,2,98009.13,2,0,1,31384.86,,,0.103605896
